,the_date,avgTemp,precipitation,avgWindSpeed,avghumidity,maxtemp,mintemp,maxwind,minwind,dir,avgF,MaxF,minF
899,6/17/2018,23.89,0,1.032493056,48.32590278,30.79,16.02,1.962,0.025,188.7635417,75,87.42,60.84
900,6/18/2018,24.34,27.684,1.523083333,80.33715278,33.41,17.04,3.086,0.409,202.2501875,75.81,92.14,62.67
901,6/19/2018,20.94,0,1.28225,63.57111111,26.86,14.01,2.293,0.517,281.5057361,69.69,80.35,57.22
902,6/20/2018,19.41,0,0.899951389,64.90111111,24.26,14.29,1.822,0.067,248.7720069,66.94,75.67,57.72
903,6/21/2018,20.75,0,1.353701389,52.34451389,27.4,12.53,2.4,0.171,79.96721528,69.35,81.32,54.55
904,6/22/2018,19.23,0,1.059097222,53.35993056,25.32,12.81,2.325,0.067,165.1252778,66.61,77.58,55.06
905,6/23/2018,13.66,0.762,0.821604167,86.906875,15.72,12.52,1.524,0.01,92.66815972,56.59,60.3,54.54
906,6/24/2018,18.76,14.986,1.1233125,94.62256944,25.74,12.92,2.306,0.209,212.1330694,65.77,78.33,55.26
907,6/25/2018,17.72,0,1.3411875,59.49375,23.47,11.38,2.876,0.219,285.177125,63.9,74.25,52.48
908,6/26/2018,18.79,0,1.310479167,54.88930556,24.96,10.57,2.571,0.001,189.955,65.82,76.93,51.03
909,6/27/2018,17.81,35.306,1.640104167,85.04229167,22.48,14.16,2.918,0.168,192.0173611,64.06,72.46,57.49
910,6/28/2018,20.25,36.322,1.045166667,100,23.28,17.69,2.679,0.094,217.4443889,68.45,73.9,63.84
911,6/29/2018,25.13,0,1.146284722,62.12034722,30.07,18.17,2.575,0.158,287.3694167,77.23,86.13,64.71
912,6/30/2018,26.53,0,1.181548611,60.54513889,32.11,20.3,2.657,0.085,190.9214097,79.75,89.8,68.54
913,7/1/2018,29.12,0,0.777798611,69.52902778,35.81,22.77,1.771,0.01,191.8006944,84.42,96.46,72.99
914,7/2/2018,27.1,0,1.374125,73.63138889,32.48,21.47,3.208,0.059,189.6607639,80.78,90.46,70.65
915,7/3/2018,26.97,0,0.910111111,75.73479167,33.68,21.54,2.086,0.051,177.4765069,80.55,92.62,70.77
916,7/4/2018,27.54,0,0.838486111,65.77583333,33.07,21.57,1.748,0.103,170.1577639,81.57,91.53,70.83
917,7/5/2018,26.54,0,1.578173611,77.88361111,31.23,21.91,2.766,0.178,197.6522917,79.77,88.21,71.44
918,7/6/2018,20.8,6.858,1.4050625,70.30986111,28,10.54,2.915,0.112,269.6640139,69.44,82.4,50.97
919,7/7/2018,19.28,0,0.909993056,55.13375,26.19,10.98,2.151,0.114,208.6883472,66.7,79.14,51.76
920,7/8/2018,21.43,0,0.998340278,61.26840278,27.77,14.11,1.966,0.045,176.5006944,70.57,81.99,57.4
921,7/9/2018,23.84,0,1.088645833,57.78770833,30.76,14.53,2.32,0.122,221.5096528,74.91,87.37,58.15
922,7/10/2018,24.43,0.254,1.191090278,60.02,31.69,17.8,2.135,0.011,200.7621111,75.97,89.04,64.04
923,7/11/2018,21.75,0,1.318319444,54.57277778,27.65,16.33,2.946,0.413,173.9262431,71.15,81.77,61.39
924,7/12/2018,21.83,0,0.920840278,48.74020833,28.67,15.4,1.873,0.064,161.8659306,71.29,83.61,59.72
925,7/13/2018,22.74,0,0.871854167,62.97909722,29.29,15.28,1.669,0.028,162.7240972,72.93,84.72,59.5
926,7/14/2018,21.67,3.556,1.073875,81.69819444,26.25,17.01,2.51,0.012,183.8873611,71.01,79.25,62.62
927,7/15/2018,25.57,0,0.8903125,71.40326389,32.66,20.38,1.846,0.056,263.4966944,78.03,90.79,68.68
928,7/16/2018,26.19,0.254,1.273993056,74.38013889,31.89,21.04,2.276,0.047,174.3934028,79.14,89.4,69.87
929,7/17/2018,20.97,10.414,1.204472222,95.36368056,27.22,17.94,3.423,0.142,194.9039375,69.75,81,64.29
930,7/18/2018,20.67,0,1.385298611,57.50291667,26.03,14.8,2.204,0.555,225.8801111,69.21,78.85,58.64
931,7/19/2018,20.85,0,1.018847222,50.40027778,26.77,14.05,2.166,0.012,200.6016875,69.53,80.19,57.29
932,7/20/2018,21.92,0,0.9805,57.98055556,28.56,14.09,2.045,0.043,197.6373681,71.46,83.41,57.36
933,7/21/2018,20.06,1.27,1.294493056,67.54326389,26.34,14.99,2.577,0.002,99.36849306,68.11,79.41,58.98
934,7/22/2018,21.6,43.434,2.002340278,94.68777778,25.94,15.71,3.823,0.617,131.5863889,70.88,78.69,60.28
935,7/23/2018,22.77,34.798,2.349354167,99.95,25.28,21.69,4.373,1.55,166.0298611,72.99,77.5,71.04
936,7/24/2018,24.04,2.794,2.493138889,88.61451389,28.46,21.31,3.981,1.3,169.1673611,75.27,83.23,70.36
937,7/25/2018,21.87,53.34,2.190944444,99.97013889,23.48,20.37,4.13,0,172.1006944,71.37,74.26,68.67
938,7/26/2018,23.05,0.762,0.945145833,89.25027778,29.21,19.45,2.514,0.132,232.3305556,73.49,84.58,67.01
939,7/27/2018,22.31,9.398,1.162465278,87.72215278,29.83,18.29,3.165,0.007,207.3764583,72.16,85.69,64.92
940,7/28/2018,22.8,0,1.041784722,79.57770833,28.43,17.35,2.444,0.108,215.1477569,73.04,83.17,63.23
941,7/29/2018,21.13,0,0.989916667,66.83895833,26.55,16.19,1.753,0.258,306.0192917,70.03,79.79,61.14
942,7/30/2018,21.29,0,0.907368056,71.88645833,26.75,16.31,1.826,0.117,207.8941667,70.32,80.15,61.36
943,7/31/2018,22.82,0,0.902791667,70.00263889,28.27,17.44,1.932,0,184.8243194,73.08,82.89,63.39
944,8/1/2018,21.81,12.192,1.10075,97.48194444,23.83,18.35,2.317,0.03,177.3923542,71.26,74.89,65.03
945,8/2/2018,24.7,1.524,1.010104167,82.18347222,31.28,20.25,2.153,0.073,236.0525,76.46,88.3,68.45
946,8/3/2018,23.04,40.132,1.214229167,91.94166667,30.66,20.11,3.579,0,213.3631944,73.47,87.19,68.2
947,8/4/2018,21.99,11.43,0.958493056,99.64722222,27.57,17.77,2.575,0.057,243.1767153,71.58,81.63,63.99
948,8/5/2018,25.34,0,0.762597222,77.52979167,32.2,17.79,1.58,0,226.0998125,77.61,89.96,64.02
949,8/6/2018,26.83,0,1.083138889,72.213125,32.66,20.16,1.993,0.155,199.375,80.29,90.79,68.29
950,8/7/2018,24.21,3.81,1.070152778,86.23208333,32.01,19.6,3.129,0,216.4678333,75.58,89.62,67.28
951,8/8/2018,23.14,0,0.942319444,94.61777778,28.98,19.47,2.48,0.001,176.1550903,73.65,84.16,67.05
952,8/9/2018,23.62,0,1.059868056,74.853125,28.95,18.72,2.737,0.058,282.4064583,74.52,84.11,65.7
953,8/10/2018,23.37,0,1.121041667,68.45409722,28.96,18.35,2.17,0.257,125.0917639,74.07,84.13,65.03
954,8/11/2018,18.41,0,1.134090278,94.51847222,19.65,17.74,2.079,0.29,155.4193681,65.14,67.37,63.93
955,8/12/2018,19.77,0,1.071819444,100,22.29,17.84,1.796,0.411,78.78884028,67.59,72.12,64.11
956,8/13/2018,20.13,0,1.116451389,100,21.12,19.07,2.187,0.192,55.85284722,68.23,70.02,66.33
957,8/14/2018,21.74,0,0.635618056,99.02222222,25.93,19.38,1.905,0,188.0358958,71.13,78.67,66.88
958,8/15/2018,24.69,0,0.903625,79.76118056,30,18.95,2.041,0.1,257.5116181,76.44,86,66.11
959,8/16/2018,25.07,0,0.970215278,77.24451389,30.38,19.28,2.392,0.202,281.4725069,77.13,86.68,66.7
960,8/17/2018,23.35,1.016,1.308333333,94.28222222,28.2,19.72,3.224,0.222,189.8476111,74.03,82.76,67.5
961,8/18/2018,21.07,0,1.2469375,98.81944444,27.61,17.64,2.546,0.081,98.27145833,69.93,81.7,63.75
962,8/19/2018,19.88,0,1.2278125,77.38375,25.21,16.26,2.703,0.267,88.94634028,67.78,77.38,61.27
963,8/20/2018,19.3,0,0.996381944,82.28652778,25.97,14.31,1.811,0.179,141.7904028,66.74,78.75,57.76
964,8/21/2018,19.5,0,1.311451389,85.54694444,24.35,13.83,2.194,0.12,170.3391667,67.1,75.83,56.89
965,8/22/2018,19.89,0,1.070145833,89.87708333,26.06,15.61,3.089,0.13,264.2305347,67.8,78.91,60.1
966,8/23/2018,18.41,0,1.052166667,68.48972222,23.83,13.7,2.473,0.16,280.9161736,65.14,74.89,56.66
967,8/24/2018,20.73,2.54,0.8915,74.45253521,27.73,13.39,2.429,0.061,206.4757535,69.31,81.91,56.1
968,8/25/2018,19.85,0,1.123729167,78.02458333,25.64,14.23,2.565,0,191.0743056,67.73,78.15,57.61
969,8/26/2018,21.48,0,1.241465278,85.44868056,27,14.25,2.945,0.06,210.1255556,70.66,80.6,57.65
970,8/27/2018,25.06,0,0.676395833,77.21298611,30.31,18.84,1.702,0.097,231.3543056,77.11,86.56,65.91
971,8/28/2018,27.68,0,1.308361111,73.87854167,32.73,21.15,2.291,0.309,242.1165278,81.82,90.91,70.07
972,8/29/2018,27.51,0,1.1903125,71.15993056,33.16,21.21,2.595,0.134,223.0768681,81.52,91.69,70.18
973,8/30/2018,22.31,0,1.266465278,73.86756944,28.89,14.32,2.155,0.323,160.8244375,72.16,84,57.78
974,8/31/2018,18.34,0,0.838868056,77.49722222,23.56,14.51,1.722,0.113,154.6900556,65.01,74.41,58.12
975,9/1/2018,18.86,0,0.767958333,77.81305556,23.81,14.59,1.717,0.045,205.7993056,65.95,74.86,58.26
976,9/2/2018,21.87,0,1.174541667,86.35277778,26.83,14.8,2.402,0.232,185.2055556,71.37,80.29,58.64
977,9/3/2018,26.65,0,1.015597222,76.98631944,32.63,19.95,2.202,0.254,257.8076389,79.97,90.73,67.91
978,9/4/2018,25.51,0,0.826138889,68.358125,32.52,18.65,1.625,0.114,246.9420417,77.92,90.54,65.57
979,9/5/2018,25.29,0,1.3006875,81.2175,31.3,19.1,2.228,0.015,176.2975,77.52,88.34,66.38
980,9/6/2018,22.87,2.032,1.2051875,92.46173611,32.71,17.87,2.644,0.07,165.7467778,73.17,90.88,64.17
981,9/7/2018,17.85,0,0.847527778,92.78208333,21,15.26,1.788,0.078,168.2889583,64.13,69.8,59.47
982,9/8/2018,13.88,0,1.454458333,75.60763889,18.49,9.32,2.148,0.716,122.5732292,56.98,65.28,48.78
983,9/9/2018,11.69,0,1.237458333,77.51590278,15.23,9.08,2.184,0.564,40.73958333,53.04,59.41,48.34
984,9/10/2018,12.59,40.386,1.2998125,96.91805556,13.98,10.22,2.34,0.456,134.2969722,54.66,57.16,50.4
985,9/11/2018,19.27,1.016,0.669541667,100,23.59,13.99,1.498,0.02,182.9772153,66.69,74.46,57.18
986,9/12/2018,18,72.392,0.975298611,100,19.84,16.64,1.868,0.146,76.16678472,64.4,67.71,61.95
987,9/13/2018,18.96,0,0.622444444,100,21.76,16.61,1.466,0.003,165.8352431,66.13,71.17,61.9
988,9/14/2018,19.77,0,0.710930556,99.75138889,25.59,16.19,1.798,0,173.47425,67.59,78.06,61.14
989,9/15/2018,21.58,0,0.718416667,91.46013889,29.44,16.8,1.656,0,180.0424167,70.84,84.99,62.24
990,9/16/2018,23.72,0.762,0.676770833,86.81319444,32.03,16.56,1.516,0,175.4172222,74.7,89.65,61.81
991,9/17/2018,21.65,33.528,1.177854167,92.30486111,26.98,17.9,2.693,0.232,180.5994444,70.97,80.56,64.22
992,9/18/2018,20.76,32.766,1.023958333,100,25.91,18.04,1.781,0.346,222.8099028,69.37,78.64,64.47
993,9/19/2018,18.67,2.286,1.051416667,94.33451389,25.12,13.23,2.474,0.172,95.84904861,65.61,77.22,55.81
994,9/20/2018,15.81,0.254,0.941909722,98.925,21.11,13.18,2.138,0.136,145.3410069,60.46,70,55.72
995,9/21/2018,16.4,4.318,2.113784722,100,18.75,13.69,3.2,0.497,191.0590278,61.52,65.75,56.64
996,9/22/2018,13.85,0,1.141159722,87.73479167,20.38,8.22,2.564,0.132,274.5511944,56.93,68.68,46.8
997,9/23/2018,12.28,0,1.2456875,88.21118056,16.19,7.452,2.35,0.118,186.2881528,54.1,61.14,45.41
998,9/24/2018,9.73,0,1.113826389,95.23194444,12.08,7.458,2.146,0.371,64.19780556,49.51,53.74,45.42
999,9/25/2018,12.08,49.53,0.920041667,100,15.21,7.393,1.81,0,219.60325,53.74,59.38,45.31
1000,9/26/2018,19.16,15.494,1.721833333,100,25.08,11.72,3.589,0.446,230.2769722,66.49,77.14,53.1
1001,9/27/2018,15.48,6.858,0.851347222,90.91201389,22.51,10.17,1.912,0.15,180.1684931,59.86,72.52,50.31
1002,9/28/2018,11.72,3.048,0.798979167,100,16.43,9.76,1.88,0.05,197.6184653,53.1,61.57,49.57
1003,9/29/2018,13.38,0,0.908236111,92.653125,20.28,7.443,2.001,0,283.5866528,56.08,68.5,45.4
1004,9/30/2018,13.73,0,0.856229167,79.89104167,19.24,6.94,2.043,0.05,214.1515972,56.71,66.63,44.49
1005,10/1/2018,13.08,6.096,0.775868056,99.32152778,18.62,10.9,1.794,0,75.2516875,55.54,65.52,51.62
1006,10/2/2018,12.23,18.796,0.6403125,100,12.83,11.4,1.646,0,154.9804931,54.01,55.09,52.52
1007,10/3/2018,15.52,0,0.680770833,100,21.46,12.15,1.453,0.042,201.4983542,59.94,70.63,53.87
1008,10/4/2018,17.48,0,1.357604167,98.98680556,22.37,11.48,2.753,0.157,203.5822431,63.46,72.27,52.66
1009,10/5/2018,11.84,0,1.04675,79.40506944,19.09,8.49,2.677,0.085,143.3003681,53.31,66.36,47.28
1010,10/6/2018,12.8,0,1.246902778,98.40277778,15.05,8.76,2.255,0.122,180.8909722,55.04,59.09,47.77
1011,10/7/2018,18.06,0,0.966,98.45159722,27.63,13.48,2.474,0.076,101.7010694,64.51,81.73,56.26
1012,10/8/2018,12.39,2.794,1.130236111,100,13.77,11.55,1.777,0.343,156.2159722,54.3,56.79,52.79
1013,10/9/2018,19.32,0,1.217770833,99.42569444,25.66,13.73,2.244,0.427,198.9458333,66.78,78.19,56.71
1014,10/10/2018,21.8,0,1.264381944,89.99805556,28.25,17.81,2.466,0.155,204.7873611,71.24,82.85,64.06
1015,10/11/2018,18.74,24.638,1.206055556,100,21.24,13.56,2.224,0.018,219.64875,65.73,70.23,56.41
1016,10/12/2018,10.21,0,1.440694444,80.40076389,15.95,5.572,3.145,0.048,300.2865278,50.38,60.71,42.03
1017,10/13/2018,6.56,2.794,1.019833333,95.90263889,12.34,2.918,3.136,0.022,253.7055764,43.81,54.21,37.25
1018,10/14/2018,8.3,0,0.9810625,83.79152778,15.74,3.148,2.3,0.163,234.4974306,46.94,60.33,37.67
1019,10/15/2018,9.45,8.128,1.985631944,95.93138889,15.78,4.478,4.829,0.335,226.5986111,49.01,60.4,40.06
1020,10/16/2018,7.47,0,1.4939375,66.59201389,12.66,3.281,3.398,0.38,284.5743056,45.45,54.79,37.91
1021,10/17/2018,5.99,1.016,2.160104167,78.125,14.83,0.366,4.308,0.29,268.2763194,42.78,58.69,32.66
1022,10/18/2018,3.21,0,1.925944444,52.0225,7.25,-0.452,3.639,0.311,298.2438194,37.78,45.05,31.19
1023,10/19/2018,9.32,0,1.855125,64.48986111,16.72,-0.506,2.911,0.403,192.4791667,48.78,62.1,31.09
1024,10/20/2018,10.13,0.762,1.466618056,80.66666667,15.17,6.249,3.169,0.281,244.8611528,50.23,59.31,43.25
1025,10/21/2018,2.95,0,1.673215278,57.41555556,7.661,-1.441,3.85,0.42,321.3395833,37.31,45.79,29.41
1026,10/22/2018,4.59,0,1.118819444,67.97756944,8.61,-1.723,2.973,0.129,226.4173611,40.26,47.5,28.9
1027,10/23/2018,7.36,0.508,0.891034722,86.18680556,15.79,3.322,2.407,0.084,224.6875417,45.25,60.42,37.98
1028,10/24/2018,5.48,0,1.783993056,75.49923611,10.2,2.802,3.04,0.631,320.9284722,41.86,50.36,37.04
1029,10/25/2018,2.58,0,1.573263889,62.29993056,7.665,-1.865,3.791,0.14,272.9425764,36.64,45.8,28.64
1030,10/26/2018,3.7,0,1.012069444,59.15944444,9.34,-1.745,2.063,0.106,133.1637083,38.66,48.81,28.86
1031,10/27/2018,2.8,25.654,2.661652778,99.28888889,3.574,0.693,4.527,0.728,59.36436806,37.04,38.43,33.25
1032,10/28/2018,5.54,3.302,1.027319444,100,7.573,2.847,2.348,0.148,202.3763264,41.97,45.63,37.12
1033,10/29/2018,6.19,10.16,1.298118056,99.02083333,11.39,2.361,3.591,0.192,274.0073542,43.14,52.5,36.25
1034,10/30/2018,3.62,0,1.287159722,79.75013889,8.65,-0.976,3.14,0.206,298.3334028,38.52,47.57,30.24
1035,10/31/2018,8.68,0,1.529888889,84.535,12.98,-1.339,3.394,0,197.5970139,47.62,55.36,29.59
1036,11/1/2018,10.21,5.588,0.957166667,100,11.73,8.76,1.971,0,192.0679236,50.38,53.11,47.77
1037,11/2/2018,14.89,60.706,1.617979167,100,17.39,11.09,3.076,0.049,188.8344792,58.8,63.3,51.96
1038,11/3/2018,7.81,9.906,2.699722222,78.7375,12.41,2.419,7.166,0.279,257.6647431,46.06,54.34,36.35
1039,11/4/2018,5.94,0,1.381986111,68.65527778,12.53,1.649,2.758,0.362,134.9340486,42.69,54.55,34.97
1040,11/5/2018,4.75,9.144,1.492125,98.50694444,5.808,1.714,2.802,0.135,112.1245,40.55,42.45,35.09
1041,11/6/2018,8.49,14.986,1.330972222,100,10.24,5.808,3.924,0.074,212.7259306,47.28,50.43,42.45
1042,11/7/2018,10.03,0,1.924236111,59.84729167,15.87,2.702,3.526,0.213,265.5830556,50.05,60.57,36.86
1043,11/8/2018,5.09,0,1.329173611,65.30416667,11.28,0.148,3.573,0.001,305.4809028,41.16,52.3,32.27
1044,11/9/2018,3.98,18.542,1.526263889,90.27590278,5.804,-0.335,2.923,0.47,113.8543194,39.16,42.45,31.4
1045,11/10/2018,2.23,0.508,3.179944444,63.33868056,5.799,-1.66,6.412,0.255,294.8614583,36.01,42.44,29.01
1046,11/11/2018,0.58,0,1.440506944,56.95333333,5.689,-2.824,4.072,0.151,282.6614583,33.04,42.24,26.92
1047,11/12/2018,3.41,6.096,1.249798611,66.70513889,7.581,-3.648,3.331,0,168.9544653,38.14,45.65,25.43
1048,11/13/2018,2.04,19.05,2.2186875,89.20354167,4.89,-1.961,4.334,0.681,304.8199236,35.67,40.8,28.47
1049,11/14/2018,-3.79,0,2.417263889,55.35076389,0.094,-7.984,5.581,0.107,261.3452917,25.18,32.17,17.63
1050,11/15/2018,-4.5,6.096,1.4018125,77.24201389,-1.563,-7.968,3.243,0.093,54.6280625,23.9,29.19,17.66
1051,11/16/2018,1.77,12.954,2.112180556,91.32361111,5.376,-1.925,3.736,0.52,275.8615,35.19,41.68,28.54
1052,11/17/2018,3.37,4.826,1.836340278,67.90069444,5.84,-0.481,3.489,0.848,295.8208333,38.07,42.51,31.13
1053,11/18/2018,0.11,2.032,0.765909722,67.96333333,2.24,-1.632,2.136,0,206.0395139,32.2,36.03,29.06
1054,11/19/2018,0.93,10.668,0.547083333,99.98472222,2.707,-0.639,1.569,0,147.9195347,33.67,36.87,30.85
1055,11/20/2018,-0.04,5.08,1.521486111,95.68055556,1.723,-2.935,3.836,0,259.8152153,31.93,35.1,26.72
1056,11/21/2018,-3.87,0,2.823458333,71.13715278,4.847,-13.54,7.103,0.772,267.2979167,25.03,40.72,7.63
1057,11/22/2018,-11.84,0,2.052215278,59.25048611,-7.99,-15.47,4.299,0.468,310.3043889,10.69,17.62,4.15
1058,11/23/2018,-6.48,0,1.364347222,47.09395833,-1.844,-15.35,3.092,0.196,204.5485139,20.34,28.68,4.37
1059,11/24/2018,0.52,4.826,1.734104167,77.76430556,3.258,-7.08,3.054,0.197,190.8537917,32.94,37.86,19.26
1060,11/25/2018,5.26,0,1.058875,99.99861111,8.85,2.192,2.477,0.128,237.4717083,41.47,47.93,35.95
1061,11/26/2018,2.4,32.512,1.644840278,100,4.449,0.404,3.28,0.05,83.62931944,36.32,40.01,32.73
1062,11/27/2018,1.66,5.842,2.209611111,98.68402778,6.111,0.425,4.325,0.325,279.2771181,34.99,43,32.77
1063,11/28/2018,1.59,0,3.333270833,83.85256944,4.048,0.398,5.127,1.006,303.1159722,34.86,39.29,32.72
1064,11/29/2018,1.02,0,1.696895833,81.35868056,4.851,-2.432,3.92,0.136,314.1450139,33.84,40.73,27.62
1065,11/30/2018,-0.54,0,0.607138889,92.48444444,1.588,-2.638,1.668,0.005,243.9771319,31.03,34.86,27.25
1066,12/1/2018,1.55,9.906,0.799069444,83.95416667,6.971,-2.723,2.095,0.013,143.1664375,34.79,44.55,27.1
1067,12/2/2018,2.69,11.176,1.080409722,100,3.927,0.455,2.552,0,221.6242292,36.84,39.07,32.82
1068,12/3/2018,4.77,0,1.855847222,82.35916667,12.73,-0.131,4.39,0.006,274.8634028,40.59,54.91,31.76
1069,12/4/2018,-2.51,0,1.714194444,64.36361111,2.335,-8.07,4.254,0.161,307.4433056,27.48,36.2,17.47
1070,12/5/2018,-3.14,0,0.663423611,68.84715278,2.219,-8.59,1.425,0,210.3926389,26.35,35.99,16.54
1071,12/6/2018,-1.16,0,1.754319444,70.50868056,2.107,-5.913,4.061,0.448,241.3243056,29.91,35.79,21.36
1072,12/7/2018,-4.09,0,1.903048611,56.34638889,1.187,-10.04,4.61,0.252,296.7135278,24.64,34.14,13.93
1073,12/8/2018,-6.08,0,1.2723125,61.69840278,-0.543,-10.59,3.551,0.155,286.03425,21.06,31.02,12.94
1074,12/9/2018,-3.62,0,1.193430556,67.41659722,2.349,-8.29,3.202,0.139,227.1877778,25.48,36.23,17.08
1075,12/10/2018,-2.95,0,1.13125,68.26798611,3.994,-8.93,2.564,0.022,218.2882431,26.69,39.19,15.93
1076,12/11/2018,-3.48,0,1.257118056,70.08277778,0.515,-10.09,2.834,0,262.7423611,25.74,32.93,13.84
1077,12/12/2018,-3.7,0,1.653138889,68.435,2.411,-9.38,3.21,0.395,227.9765417,25.34,36.34,15.12
1078,12/13/2018,-4.96,0.254,0.677201389,84.99506944,-2.738,-9.21,1.428,0,188.3103611,23.07,27.07,15.42
1079,12/14/2018,2.32,0,1.454354167,94.4,5.992,-2.948,2.893,0,202.0972222,36.18,42.79,26.69
1080,12/15/2018,5.88,0,1.409875,81.78,14.02,-0.03,2.573,0.063,132.5662083,42.58,57.24,31.95
1081,12/16/2018,1.11,12.954,2.217958333,95.99930556,3.007,0.247,3.118,1.196,100.0194653,34,37.41,32.44
1082,12/17/2018,0.4,0,2.106854167,90.945625,4.283,-6.458,5.211,0.049,317.0617361,32.72,39.71,20.38
1083,12/18/2018,-5.92,0,2.175923611,65.555625,-1.777,-8.47,4.473,0.219,302.3938194,21.34,28.8,16.75
1084,12/19/2018,-1.4,0,1.190673611,61.34847222,3.903,-8.65,2.971,0.193,183.1938194,29.48,39.03,16.43
1085,12/20/2018,2.35,6.604,1.150798611,78.68458333,6.915,-3.879,2.718,0.007,201.4715625,36.23,44.45,25.02
1086,12/21/2018,12.27,70.358,3.082506944,100,15.39,7.049,6.565,0.536,164.4272917,54.09,59.7,44.69
1087,12/22/2018,2.15,0.254,3.019840278,82.49125,10.32,-1.913,5.69,0.376,291.9951389,35.87,50.58,28.56
1088,12/23/2018,-1.24,0,1.658034722,71.380625,3.269,-3.664,5.09,0,267.30075,29.77,37.88,25.4
1089,12/24/2018,-0.2,0,1.341208333,84.50875,3.914,-3.317,3.44,0,238.4340972,31.64,39.05,26.03
1090,12/25/2018,-2.27,0,1.334326389,58.84722222,3.918,-6.77,3.13,0.265,299.9206042,27.91,39.05,19.81
1091,12/26/2018,-1.02,0,1.436895833,64.40645833,3.376,-7.466,3.614,0.22,242.9313681,30.16,38.08,18.56
1092,12/27/2018,-1,1.778,1.268736111,59.61576389,3.331,-3.651,2.644,0.211,146.067375,30.2,38,25.43
1093,12/28/2018,5.48,10.922,1.511486111,100,9.75,-1.073,2.839,0,204.7277778,41.86,49.55,30.07
1094,12/29/2018,1.97,0,2.383590278,76.04006944,8.8,-4.748,6.903,0.519,300.06325,35.55,47.84,23.45
1095,12/30/2018,-1.25,0,1.035833333,73.01097222,3.389,-4.74,3.108,0.148,215.0435,29.75,38.1,23.47
1096,12/31/2018,0.67,23.622,1.751090278,98.38888889,2.566,-3.231,3.879,0,176.5582639,33.21,36.62,26.18
1097,1/1/2019,2.18,0,2.489534722,80.405,9.91,-5.685,6.662,0.08,291.9194444,35.92,49.84,21.77
1098,1/2/2019,-2.33,0,1.420604167,62.21805556,1.846,-6.304,3,0.169,189.2443958,27.81,35.32,20.65
1099,1/3/2019,1.21,0.508,1.607152778,76.33729167,6.302,-2.055,4.231,0.156,263.6472222,34.18,43.34,28.3
1100,1/4/2019,2.36,0.508,1.381034722,70.95756944,7.449,-1.608,3.137,0.086,203.6577778,36.25,45.41,29.11
1101,1/5/2019,1.25,11.938,1.301736111,99.96180556,2.472,-0.662,3.272,0.154,237.6916181,34.25,36.45,30.81
1102,1/6/2019,-1.98,0,2.320486111,79.04909722,4.609,-9.85,4.425,0.239,296.4822222,28.44,40.3,14.27
1103,1/7/2019,-5.88,0.508,1.4155,52.77944444,-1.647,-10.66,3.201,0.041,189.9026597,21.42,29.04,12.81
1104,1/8/2019,-0.87,9.906,0.890020833,99.39583333,2.014,-6.023,2.291,0,196.8947083,30.43,35.63,21.16
1105,1/9/2019,0.76,0.254,3.209625,81.89677083,3.755,-1.544,6.819,0.458,289.7104167,33.37,38.76,29.22
1106,1/10/2019,-4.2,0,2.913027778,70.54291667,-1.164,-7.749,5.401,0.368,302.0375,24.44,29.9,18.05
1107,1/11/2019,-10.26,0,2.462604167,57.67270833,-5.383,-14.37,5.494,0.268,298.9076389,13.53,22.31,6.13
1108,1/12/2019,-8.66,0,1.240604167,54.77743056,-2.734,-14.43,4.14,0.175,258.3404375,16.41,27.08,6.03
1109,1/13/2019,-8.93,0,1.791645833,63.70125,-2.144,-14.1,2.965,0.339,141.4063819,15.93,28.14,6.62
1110,1/14/2019,-5.87,0,1.132534722,62.43583333,1.36,-12.68,3.11,0.176,148.1122917,21.43,34.45,9.18
1111,1/15/2019,-3.3,0,1.130930556,69.49263889,0.806,-8.39,2.704,0.209,230.2945903,26.06,33.45,16.9
1112,1/16/2019,-2.97,0,2.111736111,64.95798611,1.292,-10.13,5.503,0.578,269.8476667,26.65,34.33,13.77
1113,1/17/2019,-6.25,0,1.078513889,37.61409722,-2.308,-12.35,2.879,0.108,194.675375,20.75,27.85,9.77
1114,1/18/2019,-2.11,0,1.438006944,68.92069444,0.741,-7.088,3.671,0.073,249.2479167,28.2,33.33,19.24
1115,1/19/2019,-4.15,4.572,1.481125,76.98881944,-1.054,-7.03,2.89,0.452,69.31794444,24.53,30.1,19.35
1116,1/20/2019,-11.85,8.382,3.118111111,83.01388889,-4.581,-20.54,5.947,0.86,285.6578889,10.67,23.75,-4.97
1117,1/21/2019,-18.4,0,3.497590278,57.93048611,-16.11,-21.9,6.292,0.81,319.3194444,-1.12,3,-7.42
1118,1/22/2019,-8.62,3.048,1.325125,40.87513889,-2.306,-16.64,2.766,0.271,262.2791597,16.48,27.85,2.05
1119,1/23/2019,-0.83,16.256,2.017784722,73.76416667,5.677,-9.16,3.353,0.731,190.9881944,30.51,42.22,15.51
1120,1/24/2019,4.49,43.688,3.399652778,93.22,11.33,-1.943,7.081,1.023,252.1161806,40.08,52.39,28.5
1121,1/25/2019,-3.54,0,1.842298611,64.71520833,3.622,-10.26,4.869,0.354,283.1652778,25.63,38.52,13.53
1122,1/26/2019,-6.14,0,1.395534722,55.67069444,0.172,-9.6,2.892,0.287,264.5210556,20.95,32.31,14.72
1123,1/27/2019,-2.94,0,1.851173611,76.48243056,3.099,-9.42,4.095,0.165,247.9965278,26.71,37.58,15.04
